docs|rating|timestamp
there was nothing wrong everything was beautiful from top to bottom. i highly recommend this apartment if you want to have a getaway with friends or family. stayed in july 2021|5.0|2021-07-05 01:00:00
visited the smugglers new years day for the curry buffet. very dissapointed as it had no flavour and tasted like a casserole not a curry then to top it off a group of 6 students came in and the language coming from them was foul. ended up leaving as we had a small child in earshot and i was about to lose it!|3.0|2022-01-02 09:54:00
the comforters were nice the shuttle was very convenient and the shuttle staff were very kind extra pillows were not available. small rooms no outlets by the bed|3.5|2021-10-10 02:00:00
"excellent sunday roast, service brilliant too.
we had family visit us unexpectedly and we were extremely grateful that the staff were able to accommodate two extra people
thank you to everyone."|5.0|2021-11-08 11:41:00
varied and interesting menu. lovely food and welcoming and efficient staff.|4.0|2022-01-16 17:31:00
"great place but limited menu. starters were lovely but disappointed with the main course of spaghetti with clams.
wanted to book a pod in the garden but not enough choice on the menu to go again this trip"|3.0|2021-05-24 23:51:00
great service and amazing food!! the menu is varied with amazing dishes. my wife had the salmon. i had sushi.|5.0|2022-01-12 00:04:00
we went to the phil coulter concert in the hotel, and we also played golf courtesy of the hotel. the area is beautiful with the beach a stone throw away. the weather was dry. we had a great weekend. we normally don't do winter breaks but the experience was good|5.0|2022-12-08 01:00:00
i have eaten here 3 times in the last 10 days with different friends, i and they have enjoyed it thoroughly! all the staff are excellent, from the servers to the managers. they are so friendly and helpful! the food is excellent too! the transformation is superb! it could not have been refurbished any better! every space has been done to the highest quality!|4.0|2021-04-29 15:07:00
the service was great! the food was great! overall experience was great. we definitely would recommend to others|5.0|2022-01-05 21:13:00
cold sunday lunch even though it was only 12:30. the nealy was changed but the yorkshire puddings then failed to come with the replacement meal which was ok, not piping hot and nothing special for the money.|1.0|2021-09-13 11:19:00
it was quite and nice place, the view was amazing, staff were very nice and respecteful, friendly and helpful, i had a great night. the price was a bit high for me.|4.0|2022-01-24 01:00:00
so difficult finding this place. directions suggested double tree hotel as location.|3.0|2021-10-02 23:11:00
had a wonderful meal catching up with friends. the paella was a huge hit along with the curry and fish and chips. service was super too. highly recommend this pub. thank you to the team for a great experience|5.0|2021-06-12 17:45:00
The hostel had a great atmosphere, but the low water pressure in the shower was a letdown.|4.0|2021-12-08 01:00:00
exceptionally clean, welcoming, friendly, traditional hotel. good rooms, comfortable beds, great shower. very nice varied breakfast. looks a bit plain from the outside but it delivers much more.|4.5|2022-06-05 02:00:00
the pigs nose might just be the best pub in the uk. lovely food, excellent service and really friendly locals. we joined the pub quiz and had a lot of fun. i would highly recommend this brilliant pub. i love it and can't wait to come back in the summer when we will camp in one of the fields in east prawle.|5.0|2021-11-29 05:27:00
i have been to this hotelrestaurant for years, but this was the first time since it changed names. the singer tonight has been there forever and is one of my favorites. super disappointed they took out the fire pit. that was my favorite part of going there as people could sit around it and meet one another, etc.|4.0|2021-06-26 17:03:00
the staff were very polite and helpful the was no sinage outside to show where the hotel was. i didn't find a way to hand back the keycard on leaving.|4.5|2021-10-12 02:00:00
ate at carluccios in the marriott hotel heathrow. nice caprese salad and pasta. the affagato was excellent for dessert but i have had better cannoli. all in all a good meal but the absence of grappa in an italian restaurant is a bit weird.|4.0|2022-02-24 09:19:00
great new venue in the purdue memorial union. cool atmosphere with high-quality food.|5.0|2021-12-21 18:13:00
good location & breakfast. small room & very poor bathroom.|2.5|2022-02-11 01:00:00
"the staff were all friendly and welcoming. the covid procedures in place made us feel very comfortable. we felt the service should have been a little faster.
overall good experience. would return."|4.0|2021-04-16 13:29:00
the room was very comfortable and lovely decorated. the separate space for the kids was really nice with its own toilet and shower. the whole house is beautiful old style but not dated, and has a lovely charm unlike so many hotel chain. the hotel was only a 5 min walk to the top of graffton st. nothing really|4.5|2022-12-14 01:00:00
it's a little dated, the window inn my room had a vent which didn't close properly. this stopped the double glazing from efficiently keeping the road noise down. my room phone didn't really work well at all. well located for the local amenities, the staff were friendly and helpful. stayed in january 2021|3.5|2021-01-26 05:05:59
